AKVAKULTURTILLATELSER PR. 13.04.2020;;;;;;;;;;;;;(Enhet i stk. oppgis i 1000) ;;;;;;;;(Enhet i stk. oppgis i 1000) ;;;
TILL_NR;ORG.NR/PERS.NR;NAVN;ADRESSE;POSTNR;POSTSTED;TILDELINGSTIDSPUNKT;TIDSBEGRENSET;TILL_KOMNR;TILL_KOM;FORMÅL;PRODUKSJONSFORM;ART;TILL_KAP;TILL_ENHET;LOK_NR;LOK_NAVN;LOK_KOMNR;LOK_KOM;LOK_PLASS;VANNMILJØ;LOK_KAP;LOK_ENHET;N_GEOWGS84;Ø_GEOWGS84
N LF0322;986842020;NORGESKJELL AS;AUSTDALSVEIEN 258;7170;ÅFJORD;22-01-2019;;1822;LEIRFJORD;Kommersiell;AKVAKULTURDYR TIL KONSUM;Blåskjell;40,00;DA;39317;HUNDSREVA;1822;LEIRFJORD;SJØ;SALTVANN;40,00;DA;66.035350;12.679650
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;11298;STORØYA NØ;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.427917;15.865150
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;11298;STORØYA NØ;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.427917;15.865150
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;11298;STORØYA NØ;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.427917;15.865150
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;14795;RINØYVÅG Ø;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.377900;15.767883
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;14795;RINØYVÅG Ø;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.377900;15.767883
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;14795;RINØYVÅG Ø;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.377900;15.767883
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;14796;FISKEFJORDEN;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.525633;16.123667
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;14796;FISKEFJORDEN;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.525633;16.123667
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;14796;FISKEFJORDEN;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.525633;16.123667
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;36497;LILLE DJUPFEST;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.476650;16.091350
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;36497;LILLE DJUPFEST;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.476650;16.091350
N LN0001;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11-11-1981;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;36497;LILLE DJUPFEST;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.476650;16.091350
N LN0002;884625882;LØDINGEN FISK AS;HUSTADSTRAND;8412;VESTBYGD;02-06-1983;;1851;LØDINGEN;Kommersiell;SETTEFISK;Ørret;0,00;TN;11313;HUSTADSTRANDA;1851;LØDINGEN;LAND;FERSKVANN;0,00;STK;68.354133;15.492483
N LN0002;884625882;LØDINGEN FISK AS;HUSTADSTRAND;8412;VESTBYGD;02-06-1983;;1851;LØDINGEN;Kommersiell;SETTEFISK;Laks;0,00;TN;11313;HUSTADSTRANDA;1851;LØDINGEN;LAND;FERSKVANN;0,00;STK;68.354133;15.492483
N LN0002;884625882;LØDINGEN FISK AS;HUSTADSTRAND;8412;VESTBYGD;02-06-1983;;1851;LØDINGEN;Kommersiell;SETTEFISK;Regnbueørret;0,00;TN;11313;HUSTADSTRANDA;1851;LØDINGEN;LAND;FERSKVANN;0,00;STK;68.354133;15.492483
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10505;DRAGNES;1866;HADSEL;SJØ;SALTVANN;3900,00;TN;68.583483;14.706217
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;10505;DRAGNES;1866;HADSEL;SJØ;SALTVANN;3900,00;TN;68.583483;14.706217
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;10505;DRAGNES;1866;HADSEL;SJØ;SALTVANN;3900,00;TN;68.583483;14.706217
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;11162;BULLATHOLMEN;1866;HADSEL;SJØ;SALTVANN;1560,00;TN;68.435117;14.848083
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;11162;BULLATHOLMEN;1866;HADSEL;SJØ;SALTVANN;1560,00;TN;68.435117;14.848083
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;11162;BULLATHOLMEN;1866;HADSEL;SJØ;SALTVANN;1560,00;TN;68.435117;14.848083
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;11241;BERGVIKODDEN;1866;HADSEL;SJØ;SALTVANN;1300,00;TN;68.574750;14.850883
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;11241;BERGVIKODDEN;1866;HADSEL;SJØ;SALTVANN;1300,00;TN;68.574750;14.850883
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;11241;BERGVIKODDEN;1866;HADSEL;SJØ;SALTVANN;1300,00;TN;68.574750;14.850883
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;13047;VÅTVIKA;1865;VÅGAN;SJØ;SALTVANN;3120,00;TN;68.227683;14.805217
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;13047;VÅTVIKA;1865;VÅGAN;SJØ;SALTVANN;3120,00;TN;68.227683;14.805217
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;13047;VÅTVIKA;1865;VÅGAN;SJØ;SALTVANN;3120,00;TN;68.227683;14.805217
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;13527;FINNKJERKA;1866;HADSEL;SJØ;SALTVANN;5460,00;TN;68.339450;15.035800
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;13527;FINNKJERKA;1866;HADSEL;SJØ;SALTVANN;5460,00;TN;68.339450;15.035800
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;13527;FINNKJERKA;1866;HADSEL;SJØ;SALTVANN;5460,00;TN;68.339450;15.035800
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;16939;FORNES;1851;LØDINGEN;SJØ;SALTVANN;5340,00;TN;68.410483;15.435433
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;16939;FORNES;1851;LØDINGEN;SJØ;SALTVANN;5340,00;TN;68.410483;15.435433
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;16939;FORNES;1851;LØDINGEN;SJØ;SALTVANN;5340,00;TN;68.410483;15.435433
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;21516;HULLØYHAMN Ø;1875;HAMARØY;SJØ;SALTVANN;3120,00;TN;68.057133;16.204467
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;21516;HULLØYHAMN Ø;1875;HAMARØY;SJØ;SALTVANN;3120,00;TN;68.057133;16.204467
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;21516;HULLØYHAMN Ø;1875;HAMARØY;SJØ;SALTVANN;3120,00;TN;68.057133;16.204467
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;29096;GRØTTØY;1866;HADSEL;SJØ;SALTVANN;3120,00;TN;68.445083;14.819383
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;29096;GRØTTØY;1866;HADSEL;SJØ;SALTVANN;3120,00;TN;68.445083;14.819383
N LN0004;955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;09-07-1986;24-11-2008;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;29096;GRØTTØY;1866;HADSEL;SJØ;SALTVANN;3120,00;TN;68.445083;14.819383
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;11298;STORØYA NØ;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.427917;15.865150
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;11298;STORØYA NØ;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.427917;15.865150
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;11298;STORØYA NØ;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.427917;15.865150
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;14795;RINØYVÅG Ø;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.377900;15.767883
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;14795;RINØYVÅG Ø;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.377900;15.767883
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;14795;RINØYVÅG Ø;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.377900;15.767883
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;14796;FISKEFJORDEN;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.525633;16.123667
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;14796;FISKEFJORDEN;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.525633;16.123667
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;14796;FISKEFJORDEN;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.525633;16.123667
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Ørret;0,00;TN;36497;LILLE DJUPFEST;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.476650;16.091350
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Regnbueørret;0,00;TN;36497;LILLE DJUPFEST;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.476650;16.091350
N LN0016;966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;29-04-2003;30-12-9999;1851;LØDINGEN;Kommersiell;MATFISK;Laks;804,00;TN;36497;LILLE DJUPFEST;1851;LØDINGEN;SJØ;SALTVANN;1560,00;TN;68.476650;16.091350
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;11087;BUKKØYA Ø;1836;RØDØY;SJØ;SALTVANN;3600,00;TN;66.640967;12.994583
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;3482,00;TN;11087;BUKKØYA Ø;1836;RØDØY;SJØ;SALTVANN;3600,00;TN;66.640967;12.994583
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;11087;BUKKØYA Ø;1836;RØDØY;SJØ;SALTVANN;3600,00;TN;66.640967;12.994583
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;3482,00;TN;15118;KALVØYA;1834;LURØY;SJØ;SALTVANN;3120,00;TN;66.393650;12.799750
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;15118;KALVØYA;1834;LURØY;SJØ;SALTVANN;3120,00;TN;66.393650;12.799750
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;15118;KALVØYA;1834;LURØY;SJØ;SALTVANN;3120,00;TN;66.393650;12.799750
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;28956;MELØYSJØEN;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.819983;13.461467
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;28956;MELØYSJØEN;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.819983;13.461467
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;3482,00;TN;28956;MELØYSJØEN;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.819983;13.461467
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;3482,00;TN;36217;KALVHYLLA;1816;VEVELSTAD;SJØ;SALTVANN;3120,00;TN;65.748267;12.540533
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;36217;KALVHYLLA;1816;VEVELSTAD;SJØ;SALTVANN;3120,00;TN;65.748267;12.540533
N ME0001;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;20-07-1973;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;36217;KALVHYLLA;1816;VEVELSTAD;SJØ;SALTVANN;3120,00;TN;65.748267;12.540533
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;11087;BUKKØYA Ø;1836;RØDØY;SJØ;SALTVANN;3600,00;TN;66.640967;12.994583
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;11087;BUKKØYA Ø;1836;RØDØY;SJØ;SALTVANN;3600,00;TN;66.640967;12.994583
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;11087;BUKKØYA Ø;1836;RØDØY;SJØ;SALTVANN;3600,00;TN;66.640967;12.994583
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;15118;KALVØYA;1834;LURØY;SJØ;SALTVANN;3120,00;TN;66.393650;12.799750
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;15118;KALVØYA;1834;LURØY;SJØ;SALTVANN;3120,00;TN;66.393650;12.799750
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;15118;KALVØYA;1834;LURØY;SJØ;SALTVANN;3120,00;TN;66.393650;12.799750
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;28956;MELØYSJØEN;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.819983;13.461467
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;28956;MELØYSJØEN;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.819983;13.461467
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;28956;MELØYSJØEN;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.819983;13.461467
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;36217;KALVHYLLA;1816;VEVELSTAD;SJØ;SALTVANN;3120,00;TN;65.748267;12.540533
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;36217;KALVHYLLA;1816;VEVELSTAD;SJØ;SALTVANN;3120,00;TN;65.748267;12.540533
N ME0005;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13-07-1977;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;36217;KALVHYLLA;1816;VEVELSTAD;SJØ;SALTVANN;3120,00;TN;65.748267;12.540533
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;13006;HESTHOLMEN N;1838;GILDESKÅL;SJØ;SALTVANN;4680,00;TN;67.146783;14.016533
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;13006;HESTHOLMEN N;1838;GILDESKÅL;SJØ;SALTVANN;4680,00;TN;67.146783;14.016533
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;13006;HESTHOLMEN N;1838;GILDESKÅL;SJØ;SALTVANN;4680,00;TN;67.146783;14.016533
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;13125;STORVIKA;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.808550;13.242333
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;13125;STORVIKA;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.808550;13.242333
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;13125;STORVIKA;1837;MELØY;SJØ;SALTVANN;4680,00;TN;66.808550;13.242333
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;18936;IGERØY Ø;1815;VEGA;SJØ;SALTVANN;4500,00;TN;65.686200;12.139167
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;18936;IGERØY Ø;1815;VEGA;SJØ;SALTVANN;4500,00;TN;65.686200;12.139167
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;18936;IGERØY Ø;1815;VEGA;SJØ;SALTVANN;4500,00;TN;65.686200;12.139167
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;24295;ISBERGAN;1837;MELØY;SJØ;SALTVANN;3600,00;TN;66.814683;13.678183
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;24295;ISBERGAN;1837;MELØY;SJØ;SALTVANN;3600,00;TN;66.814683;13.678183
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;24295;ISBERGAN;1837;MELØY;SJØ;SALTVANN;3600,00;TN;66.814683;13.678183
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Regnbueørret;0,00;TN;33157;SKOGSHOLMEN;1815;VEGA;SJØ;SALTVANN;4680,00;TN;65.831417;12.070533
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Ørret;0,00;TN;33157;SKOGSHOLMEN;1815;VEGA;SJØ;SALTVANN;4680,00;TN;65.831417;12.070533
N ME0008;961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;07-02-1983;30-12-9999;1837;MELØY;Kommersiell;MATFISK;Laks;804,00;TN;33157;SKOGSHOLMEN;1815;VEGA;SJØ;SALTVANN;4680,00;TN;65.831417;12.070533
N ME0009;964118191;MOWI ASA;SANDVIKSBODENE 77A/B;5035;BERGEN;23-08-1986;;1837;MELØY;Kommersiell;SETTEFISK;Regnbueørret;0,00;TN;13188;GLOMFJORD I;1837;MELØY;LAND;FERSKVANN;1400,00;TN;66.807983;13.919883
N ME0009;964118191;MOWI ASA;SANDVIKSBODENE 77A/B;5035;BERGEN;23-08-1986;;1837;MELØY;Kommersiell;SETTEFISK;Ørret;0,00;TN;13188;GLOMFJORD I;1837;MELØY;LAND;FERSKVANN;1400,00;TN;66.807983;13.919883
N ME0009;964118191;MOWI ASA;SANDVIKSBODENE 77A/B;5035;BERGEN;23-08-1986;;1837;MELØY;Kommersiell;SETTEFISK;Laks;1400,00;TN;13188;GLOMFJORD I;1837;MELØY;LAND;FERSKVANN;1400,00;TN;66.807983;13.919883
