AKVAKULTURTILLATELSER PR. 13.04.2020;;;;;;;;;;;;;(Enhet i stk. oppgis i 1000) ;;;;;;;;(Enhet i stk. oppgis i 1000) ;;;
TILL_NR;ORG.NR/PERS.NR;NAVN;ADRESSE;POSTNR;POSTSTED;TILDELINGSTIDSPUNKT;TIDSBEGRENSET;TILL_KOMNR;TILL_KOM;FORMÅL;PRODUKSJONSFORM;ART;TILL_KAP;TILL_ENHET;LOK_NR;LOK_NAVN;LOK_KOMNR;LOK_KOM;LOK_PLASS;VANNMILJØ;LOK_KAP;LOK_ENHET;N_GEOWGS84;Ø_GEOWGS84
F H 0018;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;30-03-1992;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0018;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;30-03-1992;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0018;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;30-03-1992;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;15460;LAHOLMEN;5435;NORDKAPP;SJØ;SALTVANN;7095,00;TN;70.893550;25.557050
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;15460;LAHOLMEN;5435;NORDKAPP;SJØ;SALTVANN;7095,00;TN;70.893550;25.557050
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;15460;LAHOLMEN;5435;NORDKAPP;SJØ;SALTVANN;7095,00;TN;70.893550;25.557050
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;37557;DAVATLUFT;5403;ALTA;SJØ;SALTVANN;5670,00;TN;70.245383;22.873850
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;37557;DAVATLUFT;5403;ALTA;SJØ;SALTVANN;5670,00;TN;70.245383;22.873850
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;37557;DAVATLUFT;5403;ALTA;SJØ;SALTVANN;5670,00;TN;70.245383;22.873850
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0019;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10611;MARØYA;5432;LOPPA;SJØ;SALTVANN;7560,00;TN;70.249917;21.706083
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10611;MARØYA;5432;LOPPA;SJØ;SALTVANN;7560,00;TN;70.249917;21.706083
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10611;MARØYA;5432;LOPPA;SJØ;SALTVANN;7560,00;TN;70.249917;21.706083
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0020;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10611;MARØYA;5432;LOPPA;SJØ;SALTVANN;7560,00;TN;70.249917;21.706083
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10611;MARØYA;5432;LOPPA;SJØ;SALTVANN;7560,00;TN;70.249917;21.706083
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10611;MARØYA;5432;LOPPA;SJØ;SALTVANN;7560,00;TN;70.249917;21.706083
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0021;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10837;KRAKEN;5406;HAMMERFEST;SJØ;SALTVANN;5999,00;TN;70.666550;23.184933
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10838;SLETTNESFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.625517;23.107933
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;13996;HAMNEFJORD;5406;HAMMERFEST;SJØ;SALTVANN;3600,00;TN;70.578400;23.030900
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0022;961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;06-06-2000;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;21016;HUSFJORD;5406;HAMMERFEST;SJØ;SALTVANN;7560,00;TN;70.549517;22.955883
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;37557;DAVATLUFT;5403;ALTA;SJØ;SALTVANN;5670,00;TN;70.245383;22.873850
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;37557;DAVATLUFT;5403;ALTA;SJØ;SALTVANN;5670,00;TN;70.245383;22.873850
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;37557;DAVATLUFT;5403;ALTA;SJØ;SALTVANN;5670,00;TN;70.245383;22.873850
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;40017;STANGNES;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.511917;23.751883
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;40017;STANGNES;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.511917;23.751883
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;40017;STANGNES;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.511917;23.751883
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0023;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;16-08-1984;30-12-9999;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;45005;Grøtnes N;5406;HAMMERFEST;SJØ;SALTVANN;5784,00;TN;70.580533;23.676100
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10616;VINNALANDET;5406;HAMMERFEST;SJØ;SALTVANN;6180,00;TN;70.573150;23.397883
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;10828;KLEPPENES N;5406;HAMMERFEST;SJØ;SALTVANN;5400,00;TN;70.538050;23.558533
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Ørret;0,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Regnbueørret;0,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
F H 0032;980361306;GRIEG SEAFOOD FINNMARK AS;POSTBOKS 1053;9503;ALTA;23-01-2004;;5406;HAMMERFEST;Kommersiell;MATFISK;Laks;974,00;TN;15517;TINNLANDET;5406;HAMMERFEST;SJØ;SALTVANN;5280,00;TN;70.529500;23.228700
